index,PACKAGE_NAME,logit_score,prob_malicious,label
238,2025-09-15-@nstudio_web-angular-v20.0.4,2.60221,1.0,1
239,2025-09-15-@nstudio_web-v20.0.4,2.60051,1.0,1
240,2025-09-15-@nstudio_xplat-utils-v20.0.5,2.60075,1.0,1
241,2025-09-15-@nstudio_xplat-utils-v20.0.6,2.60075,1.0,1
242,2025-09-15-@nstudio_xplat-v20.0.5,2.53089,0.99999,1
243,2025-09-15-@nstudio_xplat-v20.0.7,2.53105,0.99999,1
244,2025-09-15-@operato_board-v9.0.35,2.68898,1.0,1
245,2025-09-15-@operato_data-grist-v9.0.29,2.64234,1.0,1
246,2025-09-15-@operato_data-grist-v9.0.35,2.64242,1.0,1
247,2025-09-15-@operato_graphql-v9.0.22,2.63764,1.0,1
248,2025-09-15-@operato_graphql-v9.0.35,2.63804,1.0,1
249,2025-09-15-@operato_headroom-v9.0.2,2.62746,1.0,1
250,2025-09-15-@operato_headroom-v9.0.35,2.6278,1.0,1
251,2025-09-15-@operato_help-v9.0.35,2.67667,1.0,1
252,2025-09-15-@operato_i18n-v9.0.35,2.62904,1.0,1
253,2025-09-15-@operato_input-v9.0.27,2.7075,1.0,1
254,2025-09-15-@operato_input-v9.0.35,2.70473,1.0,1
255,2025-09-15-@operato_layout-v9.0.35,2.65884,1.0,1
256,2025-09-15-@operato_popup-v9.0.22,2.65707,1.0,1
257,2025-09-15-@operato_popup-v9.0.35,2.6573,1.0,1
258,2025-09-15-@operato_shell-v9.0.22,2.65535,1.0,1
259,2025-09-15-@operato_shell-v9.0.35,2.6556,1.0,1
260,2025-09-15-@operato_styles-v9.0.2,2.63464,1.0,1
261,2025-09-15-@operato_styles-v9.0.35,2.63504,1.0,1
262,2025-09-15-@operato_utils-v9.0.22,2.62928,1.0,1
263,2025-09-15-@operato_utils-v9.0.35,2.62965,1.0,1
264,2025-09-15-@things-factory_attachment-base-v9.0.42,2.68488,1.0,1
265,2025-09-15-@things-factory_auth-base-v9.0.42,2.67799,1.0,1
266,2025-09-15-@things-factory_auth-base-v9.0.43,2.67801,1.0,1
267,2025-09-15-@things-factory_email-base-v9.0.42,2.66494,1.0,1
268,2025-09-15-@things-factory_email-base-v9.0.43,2.66498,1.0,1
269,2025-09-15-@things-factory_env-v9.0.42,2.65023,1.0,1
270,2025-09-15-@things-factory_env-v9.0.43,2.65029,1.0,1
271,2025-09-15-@things-factory_integration-base-v9.0.42,2.75775,1.0,1
272,2025-09-15-@things-factory_integration-base-v9.0.43,2.75776,1.0,1
273,2025-09-15-@things-factory_integration-marketplace-v9.0.42,2.67804,1.0,1
274,2025-09-15-@things-factory_integration-marketplace-v9.0.43,2.67805,1.0,1
275,2025-09-15-@things-factory_shell-v9.0.42,2.19202,0.99965,1
276,2025-09-15-@things-factory_shell-v9.0.43,2.19203,0.99965,1
277,2025-09-15-@yoobic_design-system-v6.5.17,1.49703,0.96977,1
278,2025-09-15-@yoobic_jpeg-camera-es6-v1.0.13,2.58294,1.0,1
279,2025-09-15-@yoobic_yobi-v8.7.53,2.49973,0.99999,1
280,2025-09-15-ace-colorpicker-rpk-v0.0.14,2.67035,1.0,1
281,2025-09-15-capacitor-notificationhandler-v0.0.2,2.57522,0.99999,1
282,2025-09-15-capacitor-plugin-healthapp-v0.0.2,2.58116,1.0,1
283,2025-09-15-capacitor-plugin-ihealth-v1.1.8,2.69877,1.0,1
284,2025-09-15-capacitor-plugin-vonage-v1.0.2,2.59609,1.0,1
285,2025-09-15-capacitorandroidpermissions-v0.0.4,2.57523,0.99999,1
286,2025-09-15-config-cordova-v0.8.5,2.57491,0.99999,1
287,2025-09-15-cordova-plugin-voxeet2-v1.0.24,2.58535,1.0,1
288,2025-09-15-cordova-voxeet-v1.0.32,2.58598,1.0,1
289,2025-09-15-db-evo-v1.1.4,2.5807,1.0,1
290,2025-09-15-db-evo-v1.1.5,2.58096,1.0,1
291,2025-09-15-globalize-rpk-v1.7.4,2.61396,1.0,1
292,2025-09-15-koa2-swagger-ui-v5.11.1,2.47608,0.99998,1
293,2025-09-15-koa2-swagger-ui-v5.11.2,2.47626,0.99998,1
294,2025-09-15-mcfly-semantic-release-v1.3.1,2.58239,1.0,1
295,2025-09-15-ng-imports-checker-v0.0.9,2.5814,1.0,1
296,2025-09-15-ng2-file-upload-v8.0.2,2.58781,1.0,1
297,2025-09-15-ng2-file-upload-v8.0.3,2.58781,1.0,1
298,2025-09-15-ngx-bootstrap-v20.0.5,2.68777,1.0,1
299,2025-09-15-ngx-bootstrap-v20.0.6,2.68779,1.0,1
300,2025-09-15-ngx-color-v10.0.1,2.6194,1.0,1
301,2025-09-15-ngx-color-v10.0.2,2.61955,1.0,1
302,2025-09-15-ngx-toastr-v19.0.1,2.61436,1.0,1
303,2025-09-15-ngx-toastr-v19.0.2,2.61448,1.0,1
304,2025-09-15-ngx-trend-v8.0.1,2.59097,1.0,1
305,2025-09-15-ngx-ws-v1.1.5,2.57722,0.99999,1
306,2025-09-15-ngx-ws-v1.1.6,2.5774,0.99999,1
307,2025-09-15-pm2-gelf-json-v1.0.4,2.57408,0.99999,1
308,2025-09-15-pm2-gelf-json-v1.0.5,2.57424,0.99999,1
309,2025-09-15-swc-plugin-component-annotate-v1.9.1,2.61088,1.0,1
310,2025-09-15-swc-plugin-component-annotate-v1.9.2,2.61099,1.0,1
311,2025-09-15-tbssnch-v1.0.2,2.57329,0.99999,1
312,2025-09-15-ts-gaussian-v3.0.5,2.45928,0.99998,1
313,2025-09-15-ts-gaussian-v3.0.6,2.45948,0.99998,1
314,2025-09-15-ts-imports-v1.0.1,2.57547,0.99999,1
315,2025-09-15-ts-imports-v1.0.2,2.57573,0.99999,1
316,2025-09-15-voip-callkit-v1.0.2,2.59002,1.0,1
317,2025-09-15-wdio-web-reporter-v0.1.3,2.57531,0.99999,1
318,2025-09-15-yoo-styles-v6.0.326,2.58878,1.0,1
319,2025-09-16-@crowdstrike_commitlint-v8.1.1,2.58015,0.99999,1
320,2025-09-16-@crowdstrike_commitlint-v8.1.2,2.58038,0.99999,1
321,2025-09-16-@crowdstrike_falcon-shoelace-v0.4.1,2.579,0.99999,1
322,2025-09-16-@crowdstrike_falcon-shoelace-v0.4.2,2.57917,0.99999,1
323,2025-09-16-@crowdstrike_foundry-js-v0.19.1,2.61623,1.0,1
324,2025-09-16-@crowdstrike_foundry-js-v0.19.2,2.61639,1.0,1
325,2025-09-16-@crowdstrike_glide-core-v0.34.2,2.62657,1.0,1
326,2025-09-16-@crowdstrike_glide-core-v0.34.3,2.62683,1.0,1
327,2025-09-16-@crowdstrike_logscale-file-editor-v1.205.2,2.68367,1.0,1
328,2025-09-16-@crowdstrike_tailwind-toucan-base-v5.0.1,2.64953,1.0,1
329,2025-09-16-@crowdstrike_tailwind-toucan-base-v5.0.2,2.64961,1.0,1
330,2025-09-16-@operato_board-v9.0.36,2.68902,1.0,1
331,2025-09-16-@operato_board-v9.0.37,2.68902,1.0,1
332,2025-09-16-@operato_board-v9.0.39,2.68905,1.0,1
333,2025-09-16-@operato_board-v9.0.40,2.68906,1.0,1
334,2025-09-16-@operato_board-v9.0.41,2.68908,1.0,1
335,2025-09-16-@operato_board-v9.0.42,2.68909,1.0,1
336,2025-09-16-@operato_board-v9.0.43,2.68912,1.0,1
337,2025-09-16-@operato_board-v9.0.45,2.68915,1.0,1
338,2025-09-16-@operato_board-v9.0.46,2.68915,1.0,1
339,2025-09-16-@operato_board-v9.0.48,2.68919,1.0,1
340,2025-09-16-@operato_board-v9.0.51,2.68923,1.0,1
341,2025-09-16-@operato_data-grist-v9.0.36,2.64247,1.0,1
342,2025-09-16-@operato_data-grist-v9.0.37,2.64247,1.0,1
343,2025-09-16-@operato_graphql-v9.0.36,2.63834,1.0,1
344,2025-09-16-@operato_graphql-v9.0.37,2.63834,1.0,1
345,2025-09-16-@operato_graphql-v9.0.39,2.63865,1.0,1
346,2025-09-16-@operato_graphql-v9.0.40,2.6388,1.0,1
347,2025-09-16-@operato_graphql-v9.0.41,2.63895,1.0,1
348,2025-09-16-@operato_graphql-v9.0.42,2.6391,1.0,1
349,2025-09-16-@operato_graphql-v9.0.43,2.6394,1.0,1
350,2025-09-16-@operato_graphql-v9.0.44,2.6394,1.0,1
351,2025-09-16-@operato_graphql-v9.0.45,2.63969,1.0,1
352,2025-09-16-@operato_graphql-v9.0.48,2.63999,1.0,1
353,2025-09-16-@operato_graphql-v9.0.51,2.64043,1.0,1
354,2025-09-16-@operato_headroom-v9.0.36,2.62808,1.0,1
355,2025-09-16-@operato_headroom-v9.0.37,2.62808,1.0,1
356,2025-09-16-@operato_help-v9.0.36,2.67675,1.0,1
357,2025-09-16-@operato_help-v9.0.37,2.67675,1.0,1
358,2025-09-16-@operato_help-v9.0.39,2.67683,1.0,1
359,2025-09-16-@operato_help-v9.0.40,2.67687,1.0,1
360,2025-09-16-@operato_help-v9.0.41,2.67692,1.0,1
361,2025-09-16-@operato_help-v9.0.42,2.67696,1.0,1
362,2025-09-16-@operato_help-v9.0.43,2.67704,1.0,1
363,2025-09-16-@operato_help-v9.0.45,2.67712,1.0,1
364,2025-09-16-@operato_help-v9.0.48,2.6772,1.0,1
365,2025-09-16-@operato_help-v9.0.51,2.67732,1.0,1
366,2025-09-16-@operato_i18n-v9.0.36,2.6292,1.0,1
367,2025-09-16-@operato_input-v9.0.36,2.70482,1.0,1
368,2025-09-16-@operato_input-v9.0.37,2.70482,1.0,1
369,2025-09-16-@operato_input-v9.0.39,2.7049,1.0,1
