package	A1_command_literal	A1_command_url	A1_command_variable	A1_dynamic_literal	A1_dynamic_url	A1_dynamic_variable	A1_total_sites	A2_decode_string_literal	A2_decode_variable	A2_total_sites	A3_CONFIG_OR_URL	A3_LOG_OR_MESSAGE	A3_OTHER	A3_SECRETS	A3_total_sites	B1_AWS	B1_Azure	B1_GCP	B1_GitHub	B1_GitLab	B1_Heroku	B1_Netlify	B1_Unknown	B1_Vercel	B1_npm	B1_total_providers	B1_total_refs	B1_total_secrets	B2_AWS	B2_Azure	B2_EXCHANGE	B2_GCP	B2_GitHub	B2_GitLab	B2_OTHER	B2_PUBLISH	B2_Unknown	B2_VALIDATE	B2_npm	B2_total_events	B2_total_providers	C1_API_AWS_GENERIC	C1_API_AWS_STS	C1_API_GITHUB_GIST	C1_API_GITHUB_RAW	C1_API_GOOGLE_ACCOUNTS	C1_API_MS_GRAPH	C1_API_MS_LOGIN	C1_API_PASTEBIN	C1_API_WEBHOOK_SITE	C1_CLOUD_METADATA	C1_CLOUD_PROVIDER	C1_DEV_HOST	C1_GENERIC_DOMAIN	C1_LOCALHOST	C1_PACKAGE_INFRA	C1_PRIVATE_IP	C1_PUBLIC_IP	C1_domain_url_hits	C1_ip_url_hits	C1_raw_url_hits	C1_skipped_invalid_urls	C1_suspicious_ip_hits	C1_valid_url_hits	C2_cloud_auth	C2_dev_code_host	C2_other_suspicious	C2_sink_exfil	C2_total_hits	C3_generic_exec_like	C3_net_fetch	C3_net_generic_request	C3_net_node_dns_module	C3_net_node_http_module	C3_net_websocket	C3_net_xmlhttprequest	C3_other_capability	C3_proc_child_exec	C3_total_hits	D1_auth	D1_ecosystem_bun	D1_ecosystem_cargo	D1_ecosystem_docker	D1_ecosystem_dotnet	D1_ecosystem_flit	D1_ecosystem_gh	D1_ecosystem_git	D1_ecosystem_go	D1_ecosystem_gradle	D1_ecosystem_mvn	D1_ecosystem_npm	D1_ecosystem_nuget	D1_ecosystem_pip	D1_ecosystem_pnpm	D1_ecosystem_podman	D1_ecosystem_poetry	D1_ecosystem_yarn	D1_publish	D1_push	D1_total_hits	D2_lifecycle_hook_string	D2_pkg_json_write	D2_scripts_field_touch	D2_total_hits	D2_unknown_prefix	E2_bin_100000_999999	E2_bin_10000_99999	E2_bin_1000_9999	E2_bin_100_999	E2_bin_ge_1000000	E2_total_long_lines	F1_hook_build	F1_hook_install	F1_hook_postbuild	F1_hook_postinstall	F1_hook_postpack	F1_hook_postpublish	F1_hook_postrestart	F1_hook_posttest	F1_hook_postversion	F1_hook_prebuild	F1_hook_preinstall	F1_hook_prepack	F1_hook_prepare	F1_hook_prepublish	F1_hook_prepublishOnly	F1_hook_prerestart	F1_hook_pretest	F1_hook_preversion	F1_hook_publish	F1_hook_restart	F1_hook_test	F1_hook_version	F1_optionalDependencies	F1_optional_hooks	F1_scripts_block	F1_total_hooks	FILESIZE_bytes	PACKAGE_SIZE_BYTES
@asyncapi@generator-react-sdk	0	0	0	0	0	1	1	0	4	4	0	0	16	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	1	2	0	9	0	0	5	40	49	61	1	1	0	0	167	6	207	34	5	173	18	1	0	0	19	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10414654
@asyncapi@html-template	0	0	0	2	0	4	6	0	4	4	0	0	18	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	5	2	0	9	0	0	5	40	66	4825	1	1	0	0	4952	6	4992	34	5	4958	18	5	0	0	23	0	9	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	57	0	0	57	0	2	2	0	0	3	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	4	0	20447579
@asyncapi@java-spring-template	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	2	2	0	9	0	0	5	36	49	70	1	1	0	0	172	6	217	39	5	178	20	2	0	0	22	0	9	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	11050122
@asyncapi@java-template	0	0	0	0	0	1	1	0	4	4	0	0	16	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	1	2	0	9	0	0	5	40	53	104	1	1	0	0	214	6	254	34	5	220	18	1	0	0	19	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10851618
@asyncapi@keeper	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	70	1	1	0	0	169	6	215	40	5	175	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	10192844
@asyncapi@markdown-template	0	0	0	0	0	1	1	0	4	4	0	0	16	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	1	2	0	9	0	0	5	40	51	113	1	1	0	0	221	6	261	34	5	227	18	1	0	0	19	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	10807421
@asyncapi@modelina	0	0	0	0	0	2	2	0	8	8	0	0	37	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	2	0	7	0	2	4	0	18	0	0	10	76	110	278	2	2	0	0	497	12	582	73	10	509	38	2	0	0	40	0	16	0	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	33134585
@asyncapi@multi-parser	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10192306
@asyncapi@nodejs-template	0	0	0	0	0	1	1	0	4	4	0	0	16	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	1	2	0	9	0	0	5	40	52	63	1	1	0	0	172	6	212	34	5	178	18	1	0	0	19	0	9	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10852040
@asyncapi@nunjucks-filters	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	48	69	1	1	0	0	169	6	214	39	5	175	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10188799
@asyncapi@openapi-schema-parser	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	3	2	0	9	0	0	5	36	47	69	1	1	0	0	170	6	215	39	5	176	20	3	0	0	23	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10338029
@asyncapi@optimizer	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	48	69	1	1	0	0	169	6	214	39	5	175	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10431592
@asyncapi@parser	0	0	0	2	0	4	6	0	8	8	0	0	37	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	2	0	7	0	6	4	0	18	0	0	10	76	108	5070	2	2	0	0	5291	12	5376	73	10	5303	38	6	0	0	44	0	16	0	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	110	0	0	110	0	2	2	2	0	4	10	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	27536891
@asyncapi@php-template	0	0	0	0	0	1	1	0	4	4	0	0	16	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	1	2	0	9	0	0	5	40	51	62	1	1	0	0	170	6	210	34	5	176	18	1	0	0	19	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10291869
@asyncapi@problem	0	0	0	0	0	1	1	0	4	4	0	0	16	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	1	2	0	9	0	0	5	40	49	61	1	1	0	0	167	6	207	34	5	173	18	1	0	0	19	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10117787
@asyncapi@protobuf-schema-parser	0	0	0	0	0	2	2	0	8	8	0	0	37	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	2	0	7	0	10	4	0	18	0	0	10	76	120	146	2	2	0	0	383	12	468	73	10	395	38	10	0	0	48	0	28	0	0	0	0	2	0	0	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	4	0	2	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	20852240
@asyncapi@python-paho-template	0	0	0	0	0	1	1	0	4	4	0	0	16	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	1	2	0	9	0	0	5	40	49	61	1	1	0	0	167	6	207	34	5	173	18	1	0	0	19	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10283605
@asyncapi@react-component	0	0	0	8	0	25	33	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	9	2	0	9	0	0	5	36	80	9766	1	1	0	0	9906	6	9951	39	5	9912	20	9	0	0	29	0	16	0	0	0	0	3	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	222	0	0	222	0	4	4	1	0	5	14	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	6	0	21256771
@asyncapi@server-api	0	0	0	0	0	1	1	0	4	4	0	0	16	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	4	0	1	2	0	9	0	0	5	40	52	69	1	1	0	0	178	6	218	34	5	184	18	1	0	0	19	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10834074
@asyncapi@specs	0	0	0	0	0	3	3	0	12	12	0	0	53	2	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	5	3	0	11	0	3	6	0	27	0	0	15	116	145	203	3	3	0	0	514	18	639	107	15	532	56	3	0	0	59	0	24	0	0	0	0	3	0	0	27	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	42176179
@asyncapi@studio	0	0	0	8	0	12	20	0	46	46	8	4	79	13	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15	0	0	15	8	0	7	0	14	4	0	18	0	0	10	100	228	29740	2	2	0	0	30113	12	30250	125	10	30125	38	14	0	0	52	0	108	12	0	16	4	10	0	0	150	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	152	0	6	158	0	128	276	628	0	12	1044	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	397402801
@browserbasehq@bb9	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	70	1	1	0	0	169	6	214	39	5	175	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1	5	0	10304887
@browserbasehq@director-ai	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	48	75	1	1	0	0	175	6	221	40	5	181	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	5	0	10203173
@browserbasehq@mcp	0	0	0	0	0	1	1	0	4	4	0	0	22	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	37	47	82	1	1	0	0	182	6	229	41	5	188	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	13247293
@browserbasehq@sdk-functions	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	71	1	1	0	0	170	6	219	43	5	176	20	1	0	0	21	0	16	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	8	0	1	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	10423806
@browserbasehq@stagehand	0	0	0	0	0	2	2	0	10	10	5	0	25	0	30	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	44	53	103	3	1	0	0	216	8	266	42	5	224	20	1	0	0	21	0	9	4	0	2	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	8	0	1	10	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	0	14100378
@clausehq@flows-step-mqtt	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	70	1	1	0	0	169	6	214	39	5	175	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10262555
@clausehq@flows-step-sendgridemail	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	70	1	1	0	0	169	6	214	39	5	175	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10268467
@clausehq@flows-step-taskscreateurl	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	70	1	1	0	0	169	6	214	39	5	175	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10272848
@dev-blinq@cucumber-js	0	0	0	0	0	1	1	0	4	4	0	1	21	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	69	113	1	1	0	0	234	6	289	49	5	240	20	1	0	0	21	0	8	1	0	2	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	3	0	13985728
@dev-blinq@cucumber_client	0	0	0	3	0	12	15	0	15	15	0	0	22	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	54	140	1	1	0	0	246	6	301	49	5	252	20	1	0	0	21	0	8	4	0	0	0	4	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	12	27	0	1	41	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	24641902
@ensdomains@address-encoder	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	2	1	2	0	9	0	0	5	36	53	75	1	3	0	0	184	6	229	39	5	190	20	3	0	0	23	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	11540206
@ensdomains@blacklist	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10176433
@ensdomains@ccip-read-dns-gateway	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	4	0	10235859
@ensdomains@ccip-read-worker-viem	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	10187622
@ensdomains@curvearithmetics	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10286786
@ensdomains@cypress-metamask	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	49	69	1	1	0	0	170	6	216	40	5	176	20	1	0	0	21	0	9	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	10216250
@ensdomains@ensjs	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	55	119	1	1	0	0	226	6	275	43	5	232	20	1	0	0	21	0	11	14	0	0	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	2	0	0	0	42	0	1	43	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	13894667
@ensdomains@hardhat-chai-matchers-viem	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	51	73	1	1	0	0	176	6	221	39	5	182	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	4	0	10493789
@ensdomains@hardhat-toolbox-viem-extended	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10235024
@ensdomains@react-ens-address	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	69	1	1	0	0	168	6	213	39	5	174	20	1	0	0	21	0	8	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	10513592
@ensdomains@renewal	0	0	0	0	0	1	1	0	4	4	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	0	1	2	0	9	0	0	5	36	47	71	1	1	0	0	170	6	215	39	5	176	20	1	0	0	21	0	8	1	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	4	0	10507918
